taxonID,V3_C005,V3_C009,V3_C010,V3_C016,V3_C018,V3_C019,V3_C100,V3_C101,V3_C105,V3_C106,V3_C110,V3_C111,V3_C112,V3_C113,V3_C114,V3_C117,V3_C119,V3_C120,V4_C005,V4_C009,V4_C010,V4_C016,V4_C018,V4_C019,V4_C100,V4_C101,V4_C105,V4_C106,V4_C110,V4_C111,V4_C112,V4_C113,V4_C114,V4_C117,V4_C119,V4_C120,V5_C005,V5_C009,V5_C010,V5_C018,V5_C019,V5_C100,V5_C101,V5_C105,V5_C106,V5_C110,V5_C111,V5_C112,V5_C113,V5_C114,V5_C117,V5_C119,V5_C120,V6_C005,V6_C009,V6_C010,V6_C016,V6_C018,V6_C019,V6_C100,V6_C101,V6_C105,V6_C106,V6_C110,V6_C111,V6_C112,V6_C113,V6_C114,V6_C117,V6_C119,V6_C120
taxid_29363,0,0,0,1,0,203,0,0,0,0,0,0,4,0,0,0,0,0,2,2,0,112,0,195,0,3,0,0,0,0,12,91,0,0,0,5,6,1,133,8,18,0,0,137,1,0,0,34,211,1026,0,186,0,1,1489,6,1,354,1130,180,1,299,22,144,3,5,7,8,5,0,2
taxid_39485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,17,0,13,0,2,0,0,114,0,41,0,1,0,6,3,2,2,71,4792,22,119,2,7,11,200,168,9,158,181,13,83
taxid_1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,47,58,85,0,332,0,0,9,100,0,1,31,0,333,59,93,831,45,86,222,10,247,459,626,451,20,289,467,560,80,73
taxid_39486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,0,4,3,2,22,22,0,1244,0,4,0,0,42,6,4,0,18,0,38,25,6,1218,49,130,58,1311,28,27,24,77,516,65,315,499,32,72
taxid_184870,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,250,1492,0,0,0,109,0,0,0,0,0,0,0,0,1225,0,0,148,1,0,0,0,1349,0,0,0,0,2,133,0,0,0,0,0,0,1013,0,0,6,0,1,0
taxid_32207,342,1,84,10,0,1,340,715,9,2,130,11,28,221,99,9,129,199,1,15,8,0,0,438,56,332,503,386,0,0,0,300,87,11,26,95,0,8,0,0,3,1,259,0,120,10,7,444,63,48,102,21,1,0,0,0,0,0,0,3,0,0,62,0,5,3,1,0,0,4,0
taxid_1280,2,10,20,22,17,1034,19,658,23,8,122,41,23,222,0,4,1,30,491,1236,0,340,13,252,51,84,23,21,0,2,39,51,5,7,4,0,9,209,1,0,2,0,46,0,9,11,0,1,5,4,1,1,0,1,4,1,3,23,8,0,1,1,0,0,2,0,1,2,3,1,0
taxid_1506553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1079,0,0,2,1,3,43,0,57,0,130,0,0,63,2,1,0,12,0,320,476,66,25,36,403,169,461,38,15,87,38,67,534,542,201,44,204
taxid_1232438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,1,0,0,0,0,0,69,1,0,0,0,0,5,2,1,9,6,7,0,19,0,5,2013,755,2096,2,13,7,0,1
taxid_187326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1100,0,1,1308,0,0,0,454,431,1,0,0,0,0,0,0,54,0,0,0,0,591,3,0,877,1,0,3,0,136,0
taxid_2292348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,9,0,0,0,1,3,0,2,0,4,0,4,7,4796,5,5,17,11,10,5,1,5,3,6,3,24,30,3,2
taxid_301301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,396,0,108,0,0,0,0,18,0,12,0,5,0,7,0,0,5,142,1723,5,14,8,4,9,805,843,3,784,44,2,11
taxid_547,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2327,0,0,0,0,3,0,0,4,1,0,0,0,0,52,347,0,3,103,0,1,332,2,2,0,0,0,0,0,0,0,424,4,1,644,5,4,1,0,29,4,0,1,1,2,11,1,3,0,369,1,3,2,262,1
taxid_84024,0,0,0,0,0,1,0,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,6,103,0,0,15,0,2,0,229,115,39,0,0,0,0,0,0,21,0,0,0,1,0,0,1272,17,0,289,2129,6,9,224,66,98,12,117,26,0,72,4,0
taxid_818,5,2,86,2,8,0,2,0,8,13,6,5,3,0,0,10,0,0,4,2,26,0,1,4,2,0,3,30,0,28,0,0,0,12,1,0,20,0,10,1,0,0,0,7,15,0,48,0,1,0,1,5,0,3,284,8,33,2,5,1,8,15,0,1,31,1,9,154,2714,3,1205
taxid_246787,0,0,1,0,1,0,1,0,21,1,2,4,0,0,0,2,0,0,3815,0,2,0,0,0,1,0,9,4,0,6,0,0,0,22,1,0,0,0,1,0,0,0,0,11,1,0,0,0,1,0,0,0,0,341,0,0,150,0,5,0,1,14,0,0,126,0,1,4,5,0,5
taxid_91347,0,6,2,0,2,4,0,0,34,3,3,0,9,0,1,0,29,0,200,5,2,84,1,3,40,30,5,11,3,83,191,383,4,243,807,7,74,735,58,28,17,32,8,32,143,17,12,80,83,26,56,65,51,1,11,58,26,16,49,17,20,121,3,66,14,166,22,21,3,193,15
taxid_1308,6,13,0,37,0,63,0,0,0,20,1,26,12,6,0,0,0,7,10,30,0,17,14,1,4,16,8,45,0,28,23,1,0,23,4,3,5,0,1,0,40,0,9,0,2,12,0,84,100,15,11,40,1,2136,71,0,26,1,64,26,1,24,23,12,662,25,72,31,403,1,141
taxid_2292896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928,0,0,0,0,0,0,0,0,5,0,92,656,399,90,0,0,628,63,702,239,0,0,608
taxid_1559,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,254,0,215,0,1,0,0,0,0,85,6,0,0,0,0,1748,1,1867,10,12,0,0,8,0,0,0,1,1,0,0,0,0,0,24,2,0,8,34,2,0,12,4,6,0,6,1,0,1,0,0
taxid_501571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,2,0,30,26,2,7,1,46,2,6,1895,9,4,2,35,4,12,2272,3,11
taxid_1313,244,5,17,204,6,334,182,5,2,7,219,32,8,322,1,0,1,117,10,70,0,321,48,151,341,8,158,5,1,20,21,22,9,3,4,0,15,164,3,5,288,0,4,0,26,28,7,33,49,5,112,2,2,130,212,14,4,9,98,6,1,3,100,17,6,4,36,19,2,5,1
taxid_2292889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,945,0,0,0,0,0,0,0,0,3,0,93,531,335,84,0,0,688,53,600,183,0,0,691
taxid_39488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,13,0,9,0,1,0,1,21,0,7,0,6,0,358,3,0,461,18,50,17,369,25,7,4,38,1891,9,385,66,6,424
taxid_1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,467,4,34,1,0,89,30,8,0,55,49,462,401,37,247,370,514,96,132,197,242,26,0,21,2,0,0,1,193,81,1,41,0,2,22,4,264,7,0,1
taxid_423477,0,0,0,0,0,1,0,0,0,8,42,0,0,0,0,0,0,0,1,0,23,9,0,58,0,16,30,5,0,0,1,2,1,28,3,0,2,0,2,295,566,2,15,7,6,53,7,22,317,4,30,1,5,1,427,1,1,143,44,118,11,881,63,234,84,451,17,33,0,33,17
taxid_333367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,1,0,0,0,1,0,0,0,0,14,2,17,6,2,49,3,8,5,1,2,8,15,3866,48,5,1,2
taxid_1134687,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1049,0,0,28,0,0,0,47,0,0,0,21,151,258,0,102,1005,120,2,840,0,0,5,138,1,21,42,3,0,0,2,4,0,3,9,0,0,0,0,0,0,0,0,17,1,5,1,86,0,0,0,62,0
taxid_1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,2,2,20,0,7,0,1,0,0,59,2,28,0,2,0,13,8,1,14,31,2926,1,59,12,1,50,71,91,403,67,59,23,23
taxid_671228,0,0,0,0,0,1,0,0,0,4,39,0,0,0,0,0,0,0,1,0,33,12,0,42,0,7,32,7,0,1,0,1,6,39,3,0,0,0,3,181,669,1,11,8,1,109,5,22,240,0,25,0,4,1,543,3,0,109,30,94,15,919,33,208,79,328,12,37,0,32,18
taxid_418240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,1,0,0,3,34,0,90,0,4,0,1,45,1,0,0,11,0,122,15,2,61,116,365,146,436,83,118,29,90,601,400,679,124,22,302
taxid_573,2,0,0,1,0,4,0,0,42,1,1,1,5,2,1,0,24,0,129,1,1,58,0,1,8,43,5,9,6,28,71,405,3,200,116,18,12,203,5,2,54,29,3,30,14,13,3,12,922,14,14,26,329,0,0,8,16,11,5,44,2,64,30,340,3,101,10,4,1,367,5
taxid_2292378,0,0,0,0,0,2,0,0,0,1,86,0,0,0,0,0,0,0,3,0,4,17,0,218,0,7,41,16,0,1,2,3,1,108,1,0,1,0,1,9,938,2,35,8,2,141,3,59,126,3,65,1,4,1,167,2,0,6,88,292,32,235,166,451,137,86,0,251,0,4,2
taxid_820,6,6,79,1,18,0,4,0,96,2,15,9,0,0,0,367,0,0,121,5,549,0,3,0,4,0,17,8,0,291,0,0,0,422,0,0,15,0,252,0,0,4,1,148,9,0,47,0,221,0,0,1,0,109,1,69,58,4,0,3,112,92,0,6,114,2,72,5,143,1,251
taxid_33035,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,2,11,0,16,0,0,0,0,9,0,2,0,4,0,1391,3,2,8,7,42,12,51,3,5,62,14,17,57,19,37,17,1907
taxid_2292078,0,0,0,0,0,3,0,0,0,4,102,0,1,0,0,0,0,0,1,0,3,21,0,168,0,14,72,25,0,0,0,1,1,197,0,0,0,0,0,15,892,4,64,8,2,195,5,66,153,2,138,2,3,0,130,1,1,4,65,191,14,378,104,360,100,72,2,84,0,1,1
taxid_2027459,0,0,0,0,0,9,0,0,0,2,50,0,1,0,0,0,0,0,7,0,12,5,0,137,0,6,25,6,0,0,0,5,1,83,0,0,5,0,2,13,734,3,25,8,2,78,2,39,86,3,88,1,7,0,201,2,0,6,54,270,17,203,126,480,188,154,0,439,2,2,0
taxid_712118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2,3,0,0,5,482,2,3,19,1,62,7,4,38,20,296,578,112,26,455,620,0,7,2,0,0,3,32,56,0,636,0,1,1,24,43,0,1,2
taxid_1105030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,1,1,0,0,9,575,2,0,22,1,57,24,3,47,31,373,34,147,16,449,783,0,12,1,0,0,6,36,41,0,757,0,0,3,45,30,0,0,6
taxid_2027456,0,0,0,0,0,4,0,0,0,1,36,0,0,0,0,0,0,0,3,0,14,12,0,46,0,16,18,8,0,0,0,4,7,37,1,0,0,0,0,158,586,4,17,9,3,80,6,27,204,1,30,0,3,0,377,4,0,98,23,108,13,796,49,220,112,293,12,53,1,29,11
taxid_67824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,8,0,0,0,1,0,0,0,3403,0
taxid_1110546,0,0,0,0,0,1,0,0,0,4,17,0,0,0,0,0,0,0,64,0,57,10,0,18,0,166,32,33,0,0,2,2,68,77,1,0,1,0,1,10,354,1,10,44,27,56,4,248,751,1,156,0,3,0,92,2,0,7,11,38,2,297,53,219,71,318,3,18,0,3,14
taxid_1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,22,1,0,0,214,0,38,0,0,0,0,733,462,0,1055,0,0,371,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0
taxid_375288,649,200,2,0,141,0,6,0,54,5,70,16,0,0,0,0,0,0,61,33,9,0,41,0,9,0,3,39,0,9,0,0,0,1,1,0,41,0,1,0,0,2,0,1074,72,0,7,0,0,0,0,0,0,63,0,2,50,1,2,2,72,36,0,1,7,0,1,0,54,0,335
taxid_1911679,0,0,0,0,0,2,0,0,0,2,55,0,0,0,0,0,0,0,3,0,9,20,0,205,0,12,33,13,0,1,1,2,2,82,0,0,1,0,2,18,733,0,18,7,1,107,4,45,86,2,54,0,2,0,151,2,0,6,85,255,20,190,154,442,109,69,2,143,1,1,4
taxid_726,0,0,0,0,3,32,0,1,0,0,0,1,0,0,0,0,8,186,0,0,19,171,0,78,0,0,2,1,0,0,0,0,0,0,0,0,0,29,0,0,835,0,0,8,0,47,0,86,1005,1,0,0,0,46,26,8,3,42,59,40,0,82,15,96,2,2,186,0,0,15,0
taxid_823,366,76,1,0,94,0,1,0,149,106,37,5,2,0,0,6,0,0,89,38,1,0,13,0,6,0,2,183,0,5,0,0,0,6,0,1,42,0,1,0,0,0,0,637,252,0,29,0,2,0,1,3,0,97,0,0,65,3,0,7,127,98,0,0,17,0,3,2,39,1,496
taxid_166486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,3,0,1,10,314,0,37,0,2,0,0,62,0,25,0,8,0,24,4,10,29,347,95,8,617,10,4,23,65,180,12,215,446,38,378
taxid_257758,146,0,19,165,3,187,61,6,1,3,475,91,5,157,13,0,1,168,6,51,0,124,21,65,101,0,346,2,2,0,10,15,1,0,1,0,12,94,3,1,81,1,0,0,19,19,3,16,211,1,43,2,0,60,74,8,0,1,28,0,0,3,32,1,0,0,16,3,4,0,0
taxid_1911680,0,0,0,0,0,3,0,0,0,4,46,0,1,0,0,0,0,0,3,0,11,14,0,166,0,8,18,12,0,0,1,17,6,70,0,0,7,0,1,11,745,0,25,6,1,114,2,51,107,0,40,0,1,0,133,0,0,5,75,221,26,176,138,403,119,91,0,95,0,0,3
taxid_47678,9,3,13,0,7,0,4,0,0,57,8,5,0,0,0,10,0,0,3,5,23,0,1,0,2,0,0,25,0,23,0,0,0,15,0,0,6,0,11,0,0,5,0,1,469,0,57,0,4,0,1,610,0,2,1,12,30,2,2,4,10,10,1,0,18,0,6,7,106,346,1016
taxid_239935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,400,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1054,0,185,1,69,0,0,274,0,85,90,555,1,0,223,2,0
taxid_1686,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,11,1,0,1,0,0,0,0,0,0,2,0,3,0,34,0,18,2,58,9,2,1,0,0,16,2,0,0,0,1,2,30,1,27,34,21,2,0,0,0,0,56,361,0,10,0,1,95,32,459,4,0,109,24,1,1502
taxid_1260,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,146,0,0,79,0,0,0,0,0,0,0,128,1435,0,4,3,855,0,3,215,0,6,2,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,34,3,1,0,0
taxid_1232439,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,155,0,90,0,7,0,0,0,0,126,3,0,0,0,0,604,15,144,133,0,240,7,106,36,54,5,5,364,161,398,134,87,37
taxid_541000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32,0,0,0,46,2,271,0,39,0,4,0,1,25,0,10,0,9,0,33,8,39,34,35,174,23,85,28,53,19,39,327,102,496,837,76,43
taxid_371601,3,0,42,2,3,0,1,0,4,2,0,67,0,0,0,0,0,0,3,0,270,0,0,0,0,0,0,3,0,139,0,0,0,4,0,0,4,0,121,0,0,2,0,2,4,0,720,0,3,0,0,0,0,4,0,125,318,2,93,1,6,5,0,0,82,0,82,3,332,0,446
taxid_158787,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1400,0,1,0,1,1,1,5,0,257,1,0,0,0,1,1,1,1,0,0,0,0,2,2,0,1,11,1194,1
taxid_28111,1,5,4,1,8,0,1,0,4,0,2,1,0,0,0,3,0,0,2,3,5,0,2,0,0,0,1,3,0,28,0,0,0,6,0,0,5,0,2,0,0,2,0,0,2,0,3,0,2,0,0,0,0,4,0,1,3,0,2,2,2,2,0,0,9,0,1,1,13,0,2739
taxid_545,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,2788,1,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,2,0,0,8,0,2,0,0,0,1,0,1,0,8,0
taxid_60920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,35,0,13,0,0,15,1,3,0,830,0,183,60,25,89,930,62,11,34,84,53,8,0,4,0,0,0,0,189,17,0,7,0,0,5,3,131,1,0,1
taxid_649724,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,64,0,15,0,1,0,0,41,1,0,0,0,0,87,31,261,1089,2,27,11,9,63,129,7,8,80,381,321,63,5,36
taxid_105841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,136,67,24,0,2,3,19,209,1746,243,31,47,10,57,4,150,1,0
taxid_33039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,9,9,5,1,19,0,7,0,0,44,4,0,11,78,0,31,12,11,42,36,604,28,64,28,23,13,41,727,92,199,240,232,40
taxid_435842,1,1,0,107,0,18,0,0,0,1,0,1,1,1,0,0,0,4,0,3,0,291,5,0,2,2,2,3,0,8,238,1,3,4,2,0,1,0,0,0,7,1,47,0,51,0,0,124,15,441,13,6,0,0,0,0,365,0,13,2,0,3,97,0,22,2,2,211,588,0,0
taxid_544,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,530,0,1,16,0,377,151,4,1,6,0,0,2,7,2,0,26,43,1,0,17,195,1,4,50,1,0,12,23,0,1024,0,1,0,42,7,0,1,125,0
taxid_735,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,69,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,24,9,0,0,0,0,1,0,0,17,4,5,666,0,1131,0,9,1,0,719,1,0,3,0
taxid_1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,48,34,0,8,0,0,2574,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
taxid_29361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,107,291,438,6,0,126,0,3,0,0,32,2,0,0,15,0,82,70,1,24,105,18,359,26,10,88,75,230,69,127,41,285,21,17
taxid_1653434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,603,0,408,0,4,0,0,0,0,135,0,0,0,0,0,212,0,0,11,0,14,3,2,2,0,14,2,542,47,459,136,0,0
taxid_189330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,1,3,2,11,0,643,0,0,0,4,13,1,3,0,10,0,5,3,5,399,17,64,8,887,10,7,7,30,187,21,51,146,11,12
taxid_1561,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,66,0,1,0,2001,0,0,0,0,11,8,0,0,1,0,7,1,65,19,21,0,15,0,0,0,0,0,0,1,0,1,0,0,85,11,0,59,17,2,3,39,11,5,6,26,3,1,10,1,0
taxid_2292271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,12,0,3,0,1,3,0,2,0,37,0,5,1,3,6,3,31,16,20,12,2,5,17,2186,2,47,54,10,14
taxid_88431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,23,0,0,0,5,11,21,0,248,0,1,0,8,27,2,8,1,21,0,47,4,1,68,26,109,46,696,38,12,18,48,471,40,104,305,28,48
taxid_1776383,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,3,0,3,0,0,0,0,0,0,136,0,0,0,1,0,2,2,48,59,1,83,2,175,3,25,0,2,68,1456,27,344,15,0
taxid_1632013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,93,1,929,0,0,0,0,0,0,12,0,0,0,0,0,15,0,0,0,0,39,0,0,0,1,19,0,80,13,859,392,0,0
taxid_218538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,644,0,378,605,0,0,50,711,0,0,0,1,0
taxid_515393,0,0,0,0,0,0,194,61,0,43,0,1348,177,13,8,459,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taxid_216851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0,0,0,0,4,0,0,0,1,33,0,0,0,2,0,7,1,0,584,484,123,43,200,3,0,3,72,522,5,147,69,2,27
taxid_147207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,879,0,0,1444,0,2
taxid_580596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,3,0,0,0,0,6,0,0,0,0,0,5,2,7,13,9,172,3,447,1,1,1,3,286,13,616,502,3,189
taxid_68892,3,0,1,11,0,12,3,1,0,0,8,1,3,4,25,0,0,495,1,14,0,16,1,39,4,1,1093,0,0,1,2,8,4,2,0,0,0,7,2,1,15,2,1,0,7,4,0,7,361,3,5,1,0,4,16,2,0,6,10,8,0,10,13,6,9,3,17,1,3,2,0
taxid_1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,1133,0,0,0,0,0,0,0,63,1,570,477,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
taxid_31957,0,0,0,0,0,0,0,185,455,0,0,0,37,0,0,0,0,7,0,0,0,0,0,0,4,0,16,0,0,788,93,0,602,30,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
taxid_2109688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,4,0,5,0,0,0,0,7,1,0,0,3,0,2,1,17,9,3,80,0,15,1,2,2,4,260,29,495,1266,11,4
taxid_214856,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,77,5,0,1171,0,0,0,0,1,68,1,307,69,0,519
taxid_459786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,707,3,14,21,1,385,27,8,0,0,0,2,50,6,32,937,2,1
taxid_1203556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,25,1,8,0,0,705,5,2,0,23,3,437,23,100,349,17,34,2,26,25,17,33,0,4,0,1,0,0,26,23,0,19,0,0,3,1,213,0,0,3
taxid_186804,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,14,1,0,0,0,0,13,0,0,0,9,0,1,2,12,11,381,0,6,0,0,0,2,8,9,1,1,2,0,8,120,332,0,243,639,10,35,123,4,114,8,4,3,8,18,10,3
taxid_81424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2073,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,2,0,2,0,0,2,1,1,2,2,6,50,0,5,1,1,1,13,1,1
